630154	0
70763	1
90456	2
194164	3
225256	4
495296	5
197497	6
343320	7
34349	8
698581	9
301196	10
134629	11
559265	12
559262	13
179176	14
522148	15
49200	16
598040	17
228634	18
354377	19
187946	20
564498	21
420288	22
77250	23
483942	24
650599	25
570676	26
228904	27
572663	28
313149	29
87350	30
245921	31
433421	32
704238	33
557960	34
552359	35
433773	36
500812	37
525364	38
459825	39
139854	40
715728	41
18536	42
282726	43
33585	44
221942	45
674759	46
65298	47
98006	48
646253	49
222541	50
194840	51
163534	52
251549	53
661824	54
432733	55
628545	56
6487	57
201255	58
386485	59
386478	60
13752	61
587709	62
54572	63
56945	64
429044	65
443076	66
388713	67
449117	68
383059	69
272789	70
395071	71
198087	72
595524	73
218673	74
558676	75
523517	76
340051	77
36758	78
650931	79
375513	80
336142	81
37581	82
187070	83
627565	84
560783	85
647326	86
694700	87
607329	88
613115	89
200242	90
70505	91
449650	92
379630	93
102642	94
300749	95
26708	96
402127	97
69269	98
458774	99
294583	100
177085	101
535365	102
336621	103
231920	104
103305	105
613885	106
419699	107
581113	108
265893	109
152458	110
221911	111
564751	112
422721	113
223527	114
314771	115
121913	116
356719	117
302762	118
88133	119
544314	120
345796	121
501506	122
712629	123
185010	124
452149	125
142338	126
511896	127
212075	128
537141	129
709425	130
664889	131
274346	132
40784	133
534874	134
158977	135
609726	136
54459	137
311269	138
285050	139
498712	140
201638	141
13159	142
181760	143
189919	144
223164	145
701323	146
243132	147
281768	148
630631	149
470032	150
505992	151
624919	152
647401	153
488390	154
268706	155
631224	156
639198	157
70160	158
499837	159
529814	160
298608	161
88789	162
459910	163
288180	164
124576	165
587574	166
92837	167
468753	168
693067	169
419661	170
156536	171
156539	172
175	173
399125	174
658120	175
281494	176
141821	177
329107	178
646049	179
355560	180
249877	181
548157	182
349660	183
428508	184
685256	185
274890	186
365258	187
394915	188
246106	189
246107	190
183650	191
593184	192
191751	193
311727	194
580394	195
103145	196
528663	197
286069	198
542307	199
1940	200
540405	201
379042	202
268948	203
549624	204
16010	205
530219	206
667463	207
146288	208
389959	209
254384	210
238166	211
440322	212
490421	213
117140	214
126431	215
7370	216
168406	217
76467	218
579431	219
483239	220
250439	221
320514	222
657799	223
314780	224
346593	225
675409	226
506638	227
293005	228
113579	229
146765	230
323248	231
193404	232
589007	233
313243	234
533601	235
39051	236
6343	237
513824	238
494461	239
371657	240
337908	241
276879	242
355375	243
397579	244
228056	245
395660	246
37913	247
390933	248
446987	249
436473	250
542465	251
715638	252
470987	253
502054	254
568328	255
598474	256
393185	257
172869	258
80748	259
572189	260
410093	261
94529	262
583300	263
345521	264
656198	265
670261	266
433702	267
17309	268
359819	269
50028	270
406329	271
316421	272
9398	273
133987	274
443723	275
4029	276
255347	277
429167	278
547789	279
214934	280
472193	281
439114	282
248693	283
589668	284
356408	285
514165	286
541548	287
232009	288
409459	289
355588	290
355587	291
472224	292
49903	293
123880	294
438655	295
471746	296
353016	297
477365	298
292954	299
87622	300
463579	301
245250	302
593990	303
106912	304
193298	305
11700	306
96398	307
156405	308
57527	309
579494	310
170064	311
356027	312
395890	313
1336	314
409651	315
132219	316
443527	317
665510	318
625003	319
7868	320
706943	321
203123	322
51835	323
433038	324
656987	325
314000	326
362172	327
60468	328
535246	329
204557	330
234518	331
358909	332
503114	333
684181	334
353814	335
473652	336
470426	337
179927	338
363429	339
609700	340
699290	341
699286	342
30212	343
453944	344
577579	345
539903	346
487582	347
604199	348
141852	349
214143	350
380323	351
228931	352
50610	353
379531	354
135743	355
357126	356
459984	357
186411	358
174694	359
691417	360
314554	361
160742	362
51868	363
107677	364
460546	365
380782	366
618568	367
115196	368
417040	369
574508	370
383997	371
237370	372
438053	373
438054	374
173898	375
229590	376
602671	377
293434	378
440750	379
588840	380
282955	381
403119	382
184956	383
561089	384
705214	385
431857	386
445563	387
578216	388
25909	389
691575	390
247432	391
218467	392
283919	393
183648	394
113557	395
439454	396
540025	397
536984	398
335857	399
659013	400
240624	401
698668	402
63225	403
485723	404
405109	405
607393	406
398282	407
510171	408
212705	409
602901	410
602902	411
670340	412
327247	413
415293	414
44233	415
193290	416
2500	417
405130	418
490642	419
358632	420
670934	421
100173	422
673656	423
180096	424
373981	425
110801	426
77684	427
502890	428
268759	429
403021	430
185067	431
218285	432
349013	433
658001	434
460509	435
481004	436
625228	437
221248	438
245016	439
528701	440
528703	441
446442	442
202792	443
185563	444
35586	445
190988	446
5229	447
37995	448
347187	449
123022	450
109011	451
305041	452
100854	453
532963	454
662876	455
657174	456
461190	457
85178	458
384853	459
477144	460
134289	461
435910	462
60287	463
413458	464
479542	465
637873	466
72151	467
692447	468
210978	469
286618	470
669879	471
167776	472
281698	473
22489	474
667441	475
691128	476
18280	477
686081	478
89923	479
608369	480
18850	481
181076	482
386177	483
318130	484
366134	485
313800	486
280208	487
29835	488
577289	489
88054	490
403615	491
289745	492
99411	493
14821	494
590556	495
654499	496
516798	497
400621	498
90745	499
86862	500
337685	501
94503	502
143582	503
587914	504
32975	505
658333	506
477194	507
200448	508
113405	509
239765	510
313606	511
115541	512
538349	513
601950	514
156335	515
466174	516
28579	517
379166	518
626679	519
660583	520
713742	521
445728	522
511898	523
693412	524
665504	525
476099	526
99985	527
146389	528
111756	529
630698	530
435281	531
224922	532
349939	533
644712	534
87454	535
350513	536
656120	537
493213	538
18749	539
307429	540
501483	541
390941	542
680836	543
470652	544
206	545
650818	546
608839	547
199292	548
661599	549
385909	550
706807	551
468810	552
40008	553
123060	554
222423	555
602764	556
193165	557
36123	558
196876	559
650872	560
650866	561
484282	562
141455	563
570002	564
613478	565
251918	566
670839	567
436478	568
474566	569
141665	570
115552	571
222150	572
279802	573
643148	574
120106	575
153208	576
406123	577
505409	578
489168	579
709670	580
660051	581
422244	582
99271	583
409339	584
64401	585
360579	586
360581	587
448194	588
269697	589
191161	590
556816	591
464301	592
626417	593
626419	594
379366	595
418038	596
200275	597
212912	598
376783	599
315078	600
88227	601
456800	602
425554	603
146242	604
79871	605
270577	606
206637	607
324366	608
391503	609
315893	610
50413	611
562815	612
663068	613
422749	614
665749	615
618929	616
276303	617
343737	618
185608	619
199327	620
145653	621
79267	622
126810	623
655768	624
619776	625
63206	626
305506	627
388291	628
313623	629
273474	630
266181	631
680674	632
164784	633
292613	634
663495	635
551356	636
208437	637
584753	638
545626	639
714132	640
629605	641
12379	642
604552	643
658569	644
335352	645
225061	646
489525	647
47736	648
85993	649
461928	650
603978	651
651593	652
342602	653
271589	654
153982	655
220244	656
596611	657
206412	658
60687	659
79626	660
455702	661
685360	662
685362	663
274994	664
712782	665
304771	666
681447	667
237518	668
65685	669
225410	670
301430	671
148721	672
443700	673
20053	674
109669	675
648170	676
175627	677
334108	678
430543	679
330093	680
216138	681
539479	682
498425	683
545088	684
378796	685
378799	686
345418	687
109161	688
559486	689
579085	690
253135	691
76737	692
711690	693
360294	694
312037	695
152252	696
119126	697
623185	698
583635	699
651178	700
542339	701
609115	702
40234	703
357152	704
257192	705
600217	706
647672	707
321822	708
589638	709
246532	710
289127	711
98579	712
288548	713
545011	714
116707	715
505396	716
159938	717
307336	718
124314	719
63969	720
17644	721
553982	722
656548	723
429146	724
42542	725
594710	726
655286	727
675037	728
431865	729
499718	730
303488	731
92198	732
448244	733
119097	734
412041	735
42001	736
594013	737
625398	738
426236	739
364376	740
304578	741
29431	742
128111	743
309993	744
672796	745
345496	746
193534	747
337683	748
270231	749
513295	750
390540	751
190599	752
15219	753
543049	754
590392	755
81549	756
508505	757
351974	758
357117	759
287675	760
398222	761
3651	762
